batch_id,review_id,clause_id_final,clause_text,clause_text_normalized,split_source,sentiment_polarity_hint,same_aspect_mixed_flag,different_aspect_mixed_flag,keep_for_absa,need_human_review,llm_confidence,need_human_review_original,has_extended_flags,in_iaa_gold_sample,annotation_source,aspect_hint_llm,complaint_severity_llm,praise_type_llm,contains_green_signal_llm,hedge_type_llm,aspect_hint,complaint_severity,praise_type,contains_green_signal,hedge_type,aspect_hint_source,complaint_severity_source,praise_type_source,contains_green_signal_source,hedge_type_source,green_skepticism_detail_llm,extended_source_batch_id
batch_001,1.316,1.316_c1,"sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn","sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn",resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.316,1.316_c2,hàng đóng gói rất đẹp,hàng đóng gói rất đẹp,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.316,1.316_c3,hộp không có dấu hiệu bị móp,hộp không có dấu hiệu bị móp,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.316,1.316_c4,thời gian vận chuyển rất hợp lí,thời gian vận chuyển rất hợp lí,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c1,"sản phẩm tuyệt vời, đúng với mô tả","sản phẩm tuyệt vời, đúng với mô tả",kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c2,giao hàng nhanh chóng,giao hàng nhanh chóng,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c3,shipper thân thiện dễ mến,shipper thân thiện dễ mến,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c4,đóng gói cẩn thận,đóng gói cẩn thận,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c5,có thể thấy tâm huyết của người bán,có thể thấy tâm huyết của người bán,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c6,"hộp không bị móp méo, vận chuyển rất tốt","hộp không bị móp méo, vận chuyển rất tốt",kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c7,thời gian giao hàng nhanh chóng,thời gian giao hàng nhanh chóng,kept_43b,POS,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c8,tôi không phải chờ đợi quá lâu để nhận sản phẩm,tôi không phải chờ đợi quá lâu để nhận sản phẩm,kept_43b,POS,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c9,chất lượng sản phẩm vượt mong đợi,chất lượng sản phẩm vượt mong đợi,kept_43b,POS,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c10,tôi rất hài lòng với trải nghiệm mua hàng này,tôi rất hài lòng với trải nghiệm mua hàng này,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c11,sản phẩm chất lượng tốt,sản phẩm chất lượng tốt,kept_43b,POS,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c12,đóng gói cẩn thận,đóng gói cẩn thận,kept_43b,POS,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.317,1.317_c13,giao hàng nhanh,giao hàng nhanh,kept_43b,POS,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c1,hương vị:ngon,hương vị:ngon,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c2,shipper rất nhanh nhẹn,shipper rất nhanh nhẹn,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c3,ship đủ hàng,ship đủ hàng,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c4,may sao ship về nhà,may sao ship về nhà,resplit_llm,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c5,hàng đóng gói cẩn thận,hàng đóng gói cẩn thận,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c6,đầy đủ,đầy đủ,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c7,vị rất ngon,vị rất ngon,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c8,nói chung là rất là ưng,nói chung là rất là ưng,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c9,"viết sao cho đủ để nhận 5 sao đây nhỉ, viết mãi vẵn không đủ ạ.","viết sao cho đủ để nhận 5 sao đây nhỉ, viết mãi vẵn không đủ ạ.",resplit_llm,NEU,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c10,vnpt money tặng bạn chiết khấu 4 cho mọi mệnh giá,vnpt money tặng bạn chiết khấu 4 cho mọi mệnh giá,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.38,1.38_c11,không giới hạn số lần nạp,không giới hạn số lần nạp,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.47,1.47_c1,hương vị:thom,hương vị:thom,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_040
batch_001,1.47,1.47_c2,bao bì mẫu mã:tot,bao bì mẫu mã:tot,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A2_label,moderate,product,False,none,A2_label,moderate,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_069
batch_001,1.47,1.47_c3,lần đầu mua mà chim ưng quá,lần đầu mua mà chim ưng quá,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.47,1.47_c4,shop bọc cẩn thận,shop bọc cẩn thận,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A3_logistics,none,logistics,False,none,A3_logistics,none,logistics,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_067
batch_001,1.47,1.47_c5,giao hàng nhanh,giao hàng nhanh,kept_43b,POS,False,False,True,False,high,True,True,True,human_gold_iaa,A3_logistics,none,logistics,False,none,A3_logistics,none,logistics,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_078
batch_001,1.47,1.47_c6,mua nhà chị này chục đơn,mua nhà chị này chục đơn,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.47,1.47_c7,bình thường mua big c 25k mà săn 22k không phải đi ship giao tận nơi,bình thường mua big c 25k mà săn 22k không phải đi ship giao tận nơi,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A5_price,none,value,False,none,A5_price,none,value,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_033
batch_001,1.47,1.47_c8,chăm săn sale,chăm săn sale,kept_43b,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.47,1.47_c9,ship giao hàng nhiệt tình,ship giao hàng nhiệt tình,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A3_logistics,none,service,False,none,A3_logistics,none,service,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_109
batch_001,1.47,1.47_c10,rẻ hơn rất nhiều,rẻ hơn rất nhiều,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A5_price,none,value,False,none,A5_price,none,value,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_066
batch_001,1.47,1.47_c11,mọi người tranh thủ đặt đi nhé,mọi người tranh thủ đặt đi nhé,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.47,1.47_c12,chúc shop buôn bán đắt hàng,chúc shop buôn bán đắt hàng,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.48,1.48_c1,"giao hàng nhanh, đóng gói cẩn thận","giao hàng nhanh, đóng gói cẩn thận",resplit_llm,POS,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.48,1.48_c2,"sản phẩm còn nguyên vẹn, không bị trầy xước hay móp méo","sản phẩm còn nguyên vẹn, không bị trầy xước hay móp méo",resplit_llm,POS,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.48,1.48_c3,thiết kế chắc chắn và hoàn thiện tốt,thiết kế chắc chắn và hoàn thiện tốt,resplit_llm,POS,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_001,1.48,1.48_c4,mình chưa sử dụng nên chưa thể đánh giá về hiệu năng,mình chưa sử dụng nên chưa thể đánh giá về hiệu năng,resplit_llm,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.569,1.569_c1,hàng đóng gói rất đẹp,hàng đóng gói rất đẹp,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.569,1.569_c2,hộp không có dấu hiệu bị móp,hộp không có dấu hiệu bị móp,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.569,1.569_c3,sản phẩm rất xinh đẹp tuyệt vời,sản phẩm rất xinh đẹp tuyệt vời,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.569,1.569_c4,thời gian vận chuyển rất hợp lí,thời gian vận chuyển rất hợp lí,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.629,1.629_c1,lần đầu mua ở shop ok..shop,lần đầu mua ở shop ok..shop,kept_43b,POS,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.629,1.629_c2,giao hàng nhanh chóng,giao hàng nhanh chóng,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.629,1.629_c3,shipper thân thiện,shipper thân thiện,resplit_llm,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.629,1.629_c4,5 tuổi ạ nhỉ mình mua là c tắm trắng da ế ẩm ê ẩm...,5 tuổi ạ nhỉ mình mua là c tắm trắng da ế ẩm ê ẩm...,resplit_llm,NEU,False,False,False,True,low,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.8,1.8_c1,bao bì mẫu mã:đẹp,bao bì mẫu mã:đẹp,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A2_label,moderate,product,False,none,A2_label,moderate,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_022
batch_002,1.8,1.8_c2,hương vị:chua thử,hương vị:chua thử,resplit_llm,NEU,False,False,False,False,high,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.8,1.8_c3,mình rất thích cách đóng hàng của shop,mình rất thích cách đóng hàng của shop,resplit_llm,POS,False,False,True,False,high,True,True,True,human_gold_iaa_override,A4_service,none,service,False,none,A3_logistics,none,logistics,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_100
batch_002,1.8,1.8_c4,hộp bìa dày dặn,hộp bìa dày dặn,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A3_logistics,none,product,False,none,A3_logistics,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_080
batch_002,1.8,1.8_c5,không bị méo,không bị méo,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,moderate,product,False,none,A1_product,moderate,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_110
batch_002,1.8,1.8_c6,đóng hành rất kỹ và chắc chắn,đóng hành rất kỹ và chắc chắn,kept_43b,POS,False,False,False,False,medium,True,False,False,core_only,,,,,,,none,none,False,none,missing_extended,llm_extended,llm_extended,llm_extended,llm_extended,,
batch_002,1.8,1.8_c7,shipper thân thiện,shipper thân thiện,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_062
batch_002,1.8,1.8_c8,nhưng lúc đó mình ngủ không biết làm họ đợi mình đến 2h chiều nhưug không hề tức giận mà vẫn thân thiệt,nhưng lúc đó mình ngủ không biết làm họ đợi mình đến 2h chiều nhưug không hề tức giận mà vẫn thân thiệt,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,mild,product,False,none,A1_product,mild,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_114
batch_002,1.8,1.8_c9,shop nhắn tin cũng nhiệt tình,shop nhắn tin cũng nhiệt tình,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A4_service,moderate,service,False,softener,A4_service,moderate,service,False,softener,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_016
batch_002,1.71,1.71_c1,shop gói hàng cẩn thận,shop gói hàng cẩn thận,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A3_logistics,none,logistics,False,none,A3_logistics,none,logistics,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_100
batch_002,1.71,1.71_c2,đủ số lượng 4 gói,đủ số lượng 4 gói,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_008
batch_002,1.71,1.71_c3,bao bì sản phẩm lịch sự,bao bì sản phẩm lịch sự,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A2_label,moderate,product,False,none,A2_label,moderate,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_107
batch_002,1.71,1.71_c4,chắc chắn và có tờ quy trình bảo hành rõ ràng,chắc chắn và có tờ quy trình bảo hành rõ ràng,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,softener,A1_product,none,product,False,softener,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_032
