batch_id,review_id,clause_id_final,clause_text,clause_text_normalized,split_source,sentiment_polarity_hint,same_aspect_mixed_flag,different_aspect_mixed_flag,keep_for_absa,need_human_review,llm_confidence,need_human_review_original,has_extended_flags,in_iaa_gold_sample,annotation_source,aspect_hint_llm,complaint_severity_llm,praise_type_llm,contains_green_signal_llm,hedge_type_llm,aspect_hint,complaint_severity,praise_type,contains_green_signal,hedge_type,aspect_hint_source,complaint_severity_source,praise_type_source,contains_green_signal_source,hedge_type_source,green_skepticism_detail_llm,extended_source_batch_id,split_x,pred_aspect,split_y,silver_aspect,silver_sentiment,pred_sentiment,pred_sentiment_raw,confidence
batch_002,1.71,1.71_c3,bao bì sản phẩm lịch sự,bao bì sản phẩm lịch sự,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A2_label,moderate,product,False,none,A2_label,moderate,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_107,train,A2_label,train,A2_label,POS,POS,POS,0.9995
batch_002,1.71,1.71_c4,chắc chắn và có tờ quy trình bảo hành rõ ràng,chắc chắn và có tờ quy trình bảo hành rõ ràng,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,softener,A1_product,none,product,False,softener,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_032,train,A1_product,train,A1_product,POS,POS,POS,0.9996
batch_002,1.82,1.82_c2,bao bì mẫu mã:bao bì mẫu mã đẹp,bao bì mẫu mã:bao bì mẫu mã đẹp,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A2_label,moderate,product,False,none,A2_label,moderate,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_112,train,A2_label,train,A2_label,POS,POS,POS,0.9958
batch_002,1.82,1.82_c3,đã nhận hàng rất ưng ý,đã nhận hàng rất ưng ý,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A3_logistics,none,product,False,none,A3_logistics,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_021,train,A3_logistics,train,A3_logistics,POS,POS,POS,0.9998
batch_002,1.82,1.82_c4,shop chăm sóc khách hàng chu đáo,shop chăm sóc khách hàng chu đáo,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A4_service,moderate,service,False,none,A4_service,moderate,service,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_014,train,A4_service,train,A4_service,POS,POS,POS,0.9996
batch_002,1.82,1.82_c5,hàng đóng gói cẩn thận,hàng đóng gói cẩn thận,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A3_logistics,none,logistics,False,none,A3_logistics,none,logistics,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_099,train,A3_logistics,train,A3_logistics,POS,POS,POS,0.9996
batch_002,1.82,1.82_c6,mua hàng của shop mal thì rất yên tâm,mua hàng của shop mal thì rất yên tâm,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A4_service,mild,service,False,softener,A4_service,mild,service,False,softener,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_103,train,A4_service,train,A4_service,POS,POS,POS,0.9989
batch_002,1.82,1.82_c7,shop nhiệt tình nhắn tin lại và đổi theo yêu cầu,shop nhiệt tình nhắn tin lại và đổi theo yêu cầu,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A4_service,none,service,False,none,A4_service,none,service,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_001,train,A4_service,train,A4_service,POS,POS,POS,0.9997
batch_002,1.86,1.86_c1,bao bì mẫu mã:dung,bao bì mẫu mã:dung,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A2_label,moderate,product,False,none,A2_label,moderate,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_002,train,A2_label,train,A2_label,POS,NEU,NEU,0.9929
batch_002,1.86,1.86_c2,hương vị:nguyen vi,hương vị:nguyen vi,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_032,train,A1_product,train,A1_product,POS,NEU,NEU,0.9739
batch_002,1.86,1.86_c3,giao nhanh dã man,giao nhanh dã man,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A3_logistics,none,logistics,False,none,A3_logistics,none,logistics,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_096,train,A3_logistics,train,A3_logistics,POS,POS,POS,0.9997
batch_002,1.86,1.86_c4,"gói hành cực chuẩn chỉnh, cẩn thận","gói hành cực chuẩn chỉnh, cẩn thận",kept_43b,POS,False,False,True,False,high,True,True,True,human_gold_iaa_override,A1_product,none,product,False,none,A3_logistics,none,logistics,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_063,train,A3_logistics,train,A3_logistics,POS,POS,POS,0.999
batch_002,1.86,1.86_c6,nhưng thấy shop bán rẻ hơn những shop khác,nhưng thấy shop bán rẻ hơn những shop khác,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A5_price,mild,value,False,none,A5_price,mild,value,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_053,train,A4_service,train,A5_price,POS,POS,POS,0.9987
batch_002,1.86,1.86_c7,anh giao hàng nhiệt tình,anh giao hàng nhiệt tình,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A3_logistics,none,service,False,none,A3_logistics,none,service,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_002,train,A3_logistics,train,A3_logistics,POS,POS,POS,0.9996
batch_003,10.129,10.129_c1,good product,good product,kept_43b,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_003,train,A1_product,train,A1_product,POS,NEU,NEU,0.9966
batch_003,103.115,103.115_c1,an toàn,an toàn,resplit_llm,POS,False,False,True,False,high,False,True,True,human_gold_iaa_override,A1_product,none,product,True,none,A1_product,none,product,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_050,train,A1_product,train,A1_product,POS,POS,POS,0.9948
batch_003,103.115,103.115_c2,lần sau hết sẽ mua tiếp,lần sau hết sẽ mua tiếp,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,wishful,A1_product,none,product,False,wishful,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_001,train,A1_product,train,A1_product,POS,POS,POS,0.9994
batch_003,104.152,104.152_c1,goid hàng kỹ càng,goid hàng kỹ càng,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_083,train,A1_product,train,A1_product,POS,POS,POS,0.9994
batch_003,104.152,104.152_c2,được tặng bình nước nữa,được tặng bình nước nữa,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A4_service,none,service,False,none,A4_service,none,service,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_043,train,A4_service,train,A4_service,POS,NEU,NEU,0.6198
batch_003,104.152,104.152_c3,uống mùi vị cũng dễ uống,uống mùi vị cũng dễ uống,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,moderate,product,False,softener,A1_product,moderate,product,False,softener,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_011,train,A1_product,train,A1_product,POS,POS,POS,0.9997
batch_003,104.253,104.253_c1,set trà dễ uống,set trà dễ uống,kept_43b,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_049,train,A1_product,train,A1_product,POS,POS,POS,0.9995
batch_004,105.1047,105.1047_c1,hàng đúng như quảng cáo,hàng đúng như quảng cáo,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A2_label,none,product,False,none,A2_label,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_032,train,A2_label,train,A2_label,POS,POS,POS,0.9976
batch_004,105.1047,105.1047_c2,uống dễ uống,uống dễ uống,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_035,train,A1_product,train,A1_product,POS,POS,POS,0.9995
batch_004,105.1083,105.1083_c1,giống mô tả,giống mô tả,kept_43b,POS,False,False,True,False,high,False,True,True,human_gold_iaa_override,A2_label,none,product,False,none,A1_product,none,product,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_061,train,A2_label,train,A1_product,POS,POS,POS,0.9829
batch_006,105.629,105.629_c1,hương vị:dễ uống,hương vị:dễ uống,resplit_llm,POS,False,False,True,False,high,False,True,True,human_gold_iaa,A1_product,none,product,False,none,A1_product,none,product,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_016,train,A1_product,train,A1_product,POS,POS,POS,0.9983
batch_006,105.629,105.629_c3,hàng giống hình nha,hàng giống hình nha,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_064,train,A1_product,train,A1_product,POS,POS,POS,0.9988
batch_008,11.975,11.975_c1,lần đầu mình mua sản của shop rất là ok,lần đầu mình mua sản của shop rất là ok,kept_43b,POS,False,False,True,False,high,True,True,True,human_gold_iaa,A4_service,none,service,False,none,A4_service,none,service,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_092,train,A4_service,train,A4_service,POS,POS,POS,0.9997
batch_008,11.975,11.975_c3,nhưng mình đã rất thật vọng khi sử dụng sản phẩm của shop,nhưng mình đã rất thật vọng khi sử dụng sản phẩm của shop,kept_43b,NEG,False,False,True,False,high,True,True,True,human_gold_iaa_override,A4_service,strong,none,False,none,A1_product,moderate,none,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_085,train,A4_service,train,A1_product,NEG,NEG,NEG,0.9857
batch_008,11.975,11.975_c4,trong gói hạt chia của shop có rất nhiều vật thể là và to như trong ảnh và video,trong gói hạt chia của shop có rất nhiều vật thể là và to như trong ảnh và video,resplit_llm,NEG,False,False,True,False,high,True,True,False,llm_extended,A4_service,moderate,none,False,none,A4_service,moderate,none,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_016,train,A4_service,train,A4_service,NEG,POS,POS,0.9983
batch_008,11.975,11.975_c5,không những thế còn rất nhiều sạn trong gói,không những thế còn rất nhiều sạn trong gói,resplit_llm,NEG,False,False,True,False,high,True,True,False,llm_extended,A1_product,moderate,none,False,none,A1_product,moderate,none,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_100,train,A1_product,train,A1_product,NEG,NEG,NEG,0.9823
batch_008,11.975,11.975_c8,đấy là còn chưa kể mk đã ngâm và ủ qua nước lọc trước xong thay cho bớt cặn mà còn uống rất sạn,đấy là còn chưa kể mk đã ngâm và ủ qua nước lọc trước xong thay cho bớt cặn mà còn uống rất sạn,kept_43b,NEG,False,False,True,False,high,True,True,False,llm_extended,A1_product,moderate,none,False,none,A1_product,moderate,none,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_024,train,A1_product,train,A1_product,NEG,POS,POS,0.7862
batch_008,11.975,11.975_c9,mk còn mua 2 gói gạo của shop nhg chưa thử được không biết có bị sít rịt gì không,mk còn mua 2 gói gạo của shop nhg chưa thử được không biết có bị sít rịt gì không,kept_43b,NEG,False,False,True,False,high,True,True,False,llm_extended,A4_service,moderate,none,False,none,A4_service,moderate,none,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_004,train,A4_service,train,A4_service,NEG,POS,POS,0.9987
batch_009,114.3,114.3_c1,oge dùng được,oge dùng được,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_041,train,A1_product,train,A1_product,POS,POS,POS,0.9938
batch_009,114.3,114.3_c2,sẽ ủng hộ thêm,sẽ ủng hộ thêm,resplit_llm,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_072,train,A1_product,train,A1_product,POS,POS,POS,0.9981
batch_009,114.42,114.42_c1,giao hàng nhanh,giao hàng nhanh,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A3_logistics,none,logistics,False,none,A3_logistics,none,logistics,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_047,train,A3_logistics,train,A3_logistics,POS,POS,POS,0.9997
batch_009,114.42,114.42_c2,đóng gói chắc chắn,đóng gói chắc chắn,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A3_logistics,none,logistics,False,softener,A3_logistics,none,logistics,False,softener,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_073,train,A3_logistics,train,A3_logistics,POS,POS,POS,0.9991
batch_009,114.42,114.42_c3,hàng giống trong hình,hàng giống trong hình,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_101,train,A1_product,train,A1_product,POS,POS,POS,0.9964
batch_009,114.42,114.42_c4,chất lượng phù hợp với giá,chất lượng phù hợp với giá,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A5_price,none,value,False,none,A5_price,none,value,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_098,train,A5_price,train,A5_price,POS,POS,POS,0.9994
batch_009,114.42,114.42_c5,chất liệu ok,chất liệu ok,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_057,train,A1_product,train,A1_product,POS,POS,POS,0.9982
batch_009,114.42,114.42_c9,đảm bảo thức ăn còn nóng,đảm bảo thức ăn còn nóng,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_043,train,A1_product,train,A1_product,POS,NEU,NEU,0.9956
batch_009,114.42,114.42_c10,dụng cụ ăn uống đầy đủ,dụng cụ ăn uống đầy đủ,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_011,train,A1_product,train,A1_product,POS,POS,POS,0.9914
batch_009,114.42,114.42_c11,giao đủ số lượng,giao đủ số lượng,kept_43b,POS,False,False,True,False,high,True,True,True,human_gold_iaa_override,A3_logistics,none,product,False,none,A3_logistics,none,logistics,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_063,train,A3_logistics,train,A3_logistics,POS,POS,POS,0.9996
batch_009,114.42,114.42_c12,thức ăn ngon,thức ăn ngon,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_111,train,A1_product,train,A1_product,POS,POS,POS,0.9997
batch_009,12.1018,12.1018_c1,hương vị:cung được,hương vị:cung được,kept_43b,POS,False,False,True,False,high,False,True,False,llm_extended,A1_product,moderate,product,False,softener,A1_product,moderate,product,False,softener,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_033,train,A1_product,train,A1_product,POS,POS,POS,0.9626
batch_010,12.1297,12.1297_c2,hương vị:thơm ngon,hương vị:thơm ngon,resplit_llm,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_066,train,A1_product,train,A1_product,POS,POS,POS,0.9985
batch_010,12.1297,12.1297_c6,không làm mình thất vọng,không làm mình thất vọng,kept_43b,POS,False,False,True,False,high,True,True,True,human_gold_iaa,A1_product,strong,product,False,none,A1_product,strong,product,False,none,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,human_gold_iaa,,batch_ext_111,train,A1_product,train,A1_product,POS,POS,POS,0.9639
batch_010,12.1297,12.1297_c7,cơm ngon xốp mềm,cơm ngon xốp mềm,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_030,train,A1_product,train,A1_product,POS,POS,POS,0.9993
batch_010,12.1297,12.1297_c8,ăn giống mùi gạo nếp cẩm trong sữa chua nếp cẩm,ăn giống mùi gạo nếp cẩm trong sữa chua nếp cẩm,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,mild,product,False,none,A1_product,mild,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_020,train,A1_product,train,A1_product,POS,NEG,NEG,0.9989
batch_010,12.1297,12.1297_c9,nấu lên mùi thơm nức,nấu lên mùi thơm nức,kept_43b,POS,False,False,True,False,high,True,True,False,llm_extended,A1_product,none,product,False,none,A1_product,none,product,False,none,llm_extended,llm_extended,llm_extended,llm_extended,llm_extended,,batch_ext_090,train,A1_product,train,A1_product,POS,POS,POS,0.9996
